48 12 403 3
Loc_1
Loc_2
Loc_3
Loc_4
Loc_5
Loc_6
Loc_7
Loc_8
Loc_9
Loc_10
Loc_11
Loc_12
1   260260 395398 075075 194194 309318 111111 225225 230230 206210 104116 231231 230230
1   260266 395398 072072 194194 318318 111111 225225 225230 206210 116116 231231 230230
1   260266 395398 072072 194194 309318 111111 225225 230230 210210 104116 231231 230230
1   260266 398398 072072 195195 309309 111111 221221 225225 206210 104116 231231 230230
1   260260 398398 072072 194195 309309 111111 221225 225230 210210 104104 231231 230230
1   260266 398398 072072 194194 309318 111111 221225 225230 210210 104116 231231 230230
1   260260 398398 072072 194195 318318 111111 217225 225225 210210 116116 231231 230230
1   260260 398398 072072 194195 309318 111128 225225 225230 210210 104116 231231 230230
1   260260 398398 072072 194194 309318 111111 225225 225225 206210 104116 231231 230230
1   260260 398398 072072 195195 309309 111111 221225 225225 206210 104104 231231 218230
1   260266 395398 072072 194194 309309 111122 225225 225225 210210 104116 231231 230230
1   266266 398398 072072 195195 309309 111111 221225 225230 206210 116116 231231 218230
1   260266 395395 072075 194195 318318 111111 225225 225225 210210 104116 231231 230230
1   266266 395398 072072 194195 309309 111111 225225 225230 206210 104116 231231 230230
1   260260 395398 072072 194195 309318 111111 221225 225230 206206 116116 231231 230230
1   260260 398398 072072 194194 309318 111111 225225 225230 206210 104116 231231 230230
1   266266 398398 072072 195195 309309 111111 221225 225230 206210 104116 231231 230230
1   260266 395398 072072 194195 309309 111111 225225 225230 210210 104116 231231 230230
1   260266 395398 072072 194195 309318 111111 221225 225230 210210 104116 231231 230230
1   260266 398398 072072 194194 309318 111111 225225 225230 210210 104104 231231 230230
1   266266 395398 072072 194194 309318 111111 225225 225230 210210 104104 231231 230230
1   266266 398398 072072 194194 309318 111111 217225 225225 206210 104116 231231 230230
1   260266 395398 072072 194194 318318 111111 225225 225230 206210 104116 231231 230230
1   260266 395398 072072 194195 309318 111111 225225 225230 210210 104116 231231 230230
1   260266 398398 072072 194195 309309 111111 221225 225230 210210 104104 231231 230230
1   260266 395398 072075 194195 309309 111111 225225 230230 206210 104104 231231 230230
1   266266 395398 072072 194194 309318 111111 225225 225225 206210 104116 231231 230230
1   260266 395398 072072 194194 309309 111111 225225 225225 210210 104116 231231 218230
1   260266 395398 072072 194195 318318 111111 225225 225230 210210 116116 231231 230230
1   260260 395398 072072 194194 318318 111111 217225 230230 210210 116116 231231 230230
1   260266 395398 072072 194194 309318 111111 225225 230230 210210 104104 231231 230230
1   266266 398398 072075 194194 309318 111111 217225 225228 210210 104104 231231 224230
2   260260 395398 072072 195195 318318 111111 225225 225225 206210 104116 231231 230230
2   260260 395398 072072 194194 309318 111111 225225 225230 210210 104104 231231 230230
2   260260 395395 072075 195195 309309 111111 225225 230230 210210 116116 231231 230230
2   260266 398398 072072 194195 309309 111111 225225 230230 206210 104116 231231 218230
2   260260 395398 072072 194195 309318 111111 225225 225225 210210 104104 231231 218230
2   266266 395398 072072 195195 309309 111111 221225 230230 210210 104116 231231 230230
2   260266 395398 072075 194195 309318 111111 221221 225225 206210 104104 231231 230230
2   260260 395395 072072 195195 318318 111111 225225 225225 210210 104116 231231 224230
2   260266 395395 072072      0 318318 111111 225225 225225 210210 104116 231231 224230
2   260260 395398 072072 194195 318318 111111 225225 225225 210210 104116 231231 218230
2   260266 395395 072072 194195 318318 111111 225225 225230 206210 116116 231231 224230
2   260266 395398 072072 194194 318318 111111 221225 225225 206206 116116 231231 224230
2   260266 395395 072072 194194 318318 111111 225225 225225 210210 116116 231231 224230
2   260266 398398 072072 194195 318318 111111 225225 225225 206206 104116 231231 230230
2   260266 395395 072072 194195 309318 111111 225225 225225 206206 104104 231231 218230
2   260260 395398 072072 195195 318318 111111 221225 230230 210210 104116 231231 230230
2   260266 398398 072072 194195 309309 111111 225225 230230 206210 104116 231231 230230
2   260266 395398 072072 194195 318318 111111 225225 225225 210210 104116 231231 230230
2   260266 395398 072072 194194 309318 111111 225225 230230 206210 104116 231231 230230
2   266266 398398 072072 194194 309318 111111 225225 225230 206210 116116 231231 230230
2   260266 395398 072072 194194 309318 111111 217225 225225 210210 104116 231231 230230
2   260266 395398 072072 194195 318318 111111 225225 225225 210210 104104 231231 230230
2   260266 395398 072072 194194 309318 111111 225225 225230 210210 116116 231231 230232
2   266266 395398 072072 194194 309318 111111 221225 225225 206210 104116 231231 230230
2   260260 398398 072072 195195 309318 111111 225225 225230 206210 104116 231231 230230
3   260266 398398 072072 194194 309309 111111 221225 225225 210210 104116 231231 218230
3   260260 395398 072075 194195 309309 111111 225225 230230 210210 104104 231231 230230
3   260266 395398 072075 194194 309309 111111 221225 225230 206210 104104 231231 218230
3   266266 398398 072072 194194 309318 111111 221225 225230 210210 104116 231231 230230
3   260266 398398 072072 194194 309318 111111 225225 225230 210210 104104 231231 218230
3   260260 395398 072072 194194 309318 111111 225225 225230 210210 104116 231231 230230
3   266266 398398 075075 194194 309318 111111 221225 225230 210210 116116 231231 230230
3   260266 395398 072072 194195 309318 111111 221225 230230 206210 116116 231231 230230
3   266266 395398 072072 194195 309318 111111 225225 225225 206210 116116 231231 230230
3   260266 398398 072072 194194 309309 111111 221225 225225 210210 104116 231231 230230
3   260266 395398 072072 194195 318318 111111 225225 225230 210210 104116 231231 218230
3   260260 398398 072072 194195 309318 111111 225225 225230 206210 104116 231231 218230
3   266266 395398 072075 195195 309318 111111 225225 230230 206210 104116 231231 230230
3   260266 395398 072072 194195 309318 111111 217225 225225 206210 104104 231231 230230
3   260266 395398 072072 194195 309318 111111 225225 230230 206210 116116 231231 230230
3   260266 395398 072072 194195 309309 111111 225225 225230 206210 104104 231231 230230
3   260266 398398 072075 194194 309309 111111 225225 225230 206210 104116 231231 224230
3   260266 395395 072072 194194 309318 111111 225225 225230 210210 104116 231231 230230
3   260266 398398 072072 194194 309318 111111 225225 225232 210210 104116 231231 230230
3   260266 398398 072072 194194 309309 111111 221225 225225 210210 104116 231231 230230
3   260260 395398 072072 194195 309318 111111 225225 225225 210210 104116 231231 230230
3   260266 398398 072072 194194 309318 111111 225225 230230 210210 104116 231231 218230
4   266266 395398 072072 194194 309309 111111 221225 230230 210210 104116 231231 230230
4   260260 395395 072072 194195 309318 111111 225225 225230 206210 104104 231231 218230
4   260260 395398 072072 194194 309318 111111 225225 225225 210210 116116 231231 230230
4   260266 395395 072072 194195 318318 111111 225225 225230 206210 104116 231231 224230
4   260260 395398 072072 195195 318318 111111 221227 225225 206210 104116 231231 230230
4   266266 395398 072072 194194 309318 111111 225225 225225 210210 116116 231231 230230
4   266266 395398 072072 194194 318318 111111 221225 230230 206210 104104 231231 230230
4   260266 395398 072072 195195 318318 111111 225225 225230 206210 104116 231231 230230
4   260266 398398 072072 195195 318318 116116 225225 225230 210210 104104 231231 230230
4   260266 398398 072075 194194 309309 111111 225225 225230 206210 104116 231231 230230
4   266266 398398 072072 194194 309318 111111 225225 225225 210210 104104 231231 230230
4   260266      0 072072 195195 309318 111111 225225 225225 206210 104116 231231 230236
4   260266 398398 072072 194195 318318 111111 225225 225230 206206 104116 231231 230230
4   266266 398398 072072 194195 309318 111111 225225 225230 206210 104116 231231 230230
4   260266 395395 072072 194194 309309 111111 225225 230230 206210 104116 231231 230230
4   260266 395398 072072 194195 309318 128128 225225 225225 210210 104116 231231 230230
4   260260 395398 072072 194194 318318 111111 225225 230230 206210 116116 231231 230230
4   260266 398398 072072 194195 318318 111111 221225 225230 206210 104116 231231 230230
4   260260 395398 072072 194194 309318 111111 225225 225230 210210 104104 231231 230230
4   266266 398398 072072 194194 309318 111111 225225 225230 206210 116116 231231 218230
4   266266 398398 072075 194194 309318 111111 225225 230230 210210 116116 231231 230230
4   260266 395398 072075 194194 309309 111111 225225 225225 210210 104104 231231 230230
4   260266 395398 072072 194195 318318 111111 225225 225230 206210 104104 231231 230230
4   266266 398398 072072 194194 309318 111111 221225 230230 206210 104104 231231 230230
4   266266 395398 072072 194194 318318 111111 225225 225230 210210 116116 231231 230230
4   260266 395398 072075 195195 309318 111111 221225 225228 210210 104116 231231 230230
4   260260 398398 072072 194195 309318 111111 221225 225230 210210 104104 231231 230230
4   260266 395395 072072 194195 318318 111111 225225 230230 206210 104116 231231 224230
4   266266 398398 072075 194194 309318 111111 225225 225225 210210 104116 231231 230230
4   260260 398398 072072 194194 318318 111111 225225 225230 206210 116116 231231 230230
4   260266 395395 072075 194195 318318 111111 225225 225230 206210 104116 231231 230230
5   260260 395398 072072 194194 309318 111111 225225 225230 206210 104116 231231 230230
5   260266 398398 072072 194194 309309 111111 225225 225225 210210 104116 231231 230230
5   260260 395395 072072 194194 309309 111111 217221 225230 210210 104116 231231 230230
5   266266 395398 072072 194194 309309 111111 221225 225230 210210 104116 231231 218230
5   260266 398398 072072 194194 309318 111111 225225 225225 210210 104116 231231 230230
5   260266 395395 072072 194195 309318 111111 225225 225225 206206 116116 231231 230230
5   266266 395398 072072 194195 309318 111111 225225 225225 210210 104104 231231 230230
5   260260 398398 072072 194195 309318 111111 221225 225225 210210 116116 231231 230230
5   260260 398398 072072 195195 309318 111111 225225 225230 210210 104104 231231 218230
5   260260 395398 072072 194194 309309 111111 225225 230230 210210 104104 231231 230230
5   266266 398398 072075 194194 309318 111111 221221 225230 210210 104116 231231 218230
5   260260 395398 072072 194195 318318 111111 225225 225230 210210 104104 231231 230230
5   260266 395398 072072 194195 309318 111111 221225 225225 210210 104104 231231 230230
5   260260 398398 072072 194194 309309 111111 225225 225230 210210 116116 231231 230230
5   266266 395398 072072 194194 309318 111111 225225 225230 210210 104104 231231 230230
5   260260 395398 072072 194195 318318 111111 225225 230230 210210 104116 231231 230230
5   260266 395395 072072 194194 309318 111111 221225 225230 210210 104116 231231 230230
5   260266 398398 072072 194194 318318 111111 225225 225225 210210 104116 231231 224230
5   266266 395398 072072 194194 309309 111111 225225 230230 210210 104104 231231 230230
5   260260 398398 072072 194194 309318 111111 221225 225230 210210 104116 231231 230230
5   266266 398398 072075 195195 309318 111111 225225 225230 210210 104116 231231 230230
5   266266 395395 072072 194195 309318 111111 225225 230230 206210 104104 231231 230230
5   260266 395395 072072 194195 318318 111111 225225 225225 210210 104116 231231 230230
5   260266 395398 072072 194194 318318 111111 225225 225230 210210 104116 231231 230230
5   260260 395398 072072 194194 309309 111111 225225 225225 206210 104104 231231 230230
5   266266 395398 072072 194194 309309 111111 225225 225225 210210 104116 231231 218230
5   260266 395395 072072 194194 309309 111111 225225 225230 210210 116116 231231 230230
5   260266 395395 072072 194194 309309 111111 221225 225230 210210 104116 231231 230230
5   260260 395398 072075 194195 309309 111111 225225 225225 210210 104116 231231 230230
5   260266 398398 072072 194194 318318 111111 225225 230230 206210 104116 231231 218230
5   260260 395395 072072 195195 309318 111111 221225 225225 210210 104104 231231 220230
5   260266 395398 072072 194194 318318 111111 221225 225225 210210 116116 231231 230230
6   260266 398398 072072 194194 318318 111111 225225 225225 210210 116116 231231 230230
6   260266 398398 072072 194194 318318 111111 225225 230230 210210 104116 231231 230230
6   260266 398398 072072 194195 309309 111111 225225 225230 210210 104116 231231 230230
6   260266 398398 072072 194194 309318 111111 225225 225230 210210 104116 231231 218230
6   260266 395398 072072 194195 309309 111111 225225 225225 206206 104116 231231 218230
6   260266 395398 072072 194194 318318 111111 225225 225225 206210 104104 231231 218230
6   260260 395398 072075 194195 309309 111111 221225 225225 206210 104116 231231 230230
6   260266 395398 072075 194194 309309 116128 221225 225225 206210 104104 231231 230230
6   266266 395398 072072 195195 318318 111111 225225 225225 210210 104116 231231 218218
6   266266 395398 072072 194194 309318 111111 221225 225225 206210 104116 231231 230230
6   260266 395395 072072 194195 309318 111111 225225 225230 210210 104116 231231 218230
6   260266 395395 072072 194195 309309 111111 221225 225230 210210 104116 231231 230230
6   260266 395395 072072 194195 309309 111111 225225 225225 210210 116116 231231 230230
6   260266 395398 072072 195195 318318 111111 225225 225230 210210 104116 231231 230230
6   260260 395398 072072 194194 309309 111111 221225 230230 206210 104116 231231 230230
6   260260 398398 072072 194195 309318 111111 221225 225230 206206 104104 231231 230230
6   260266 395398 072072 194195 309318 111111 225225 230230 210210 116116 231231 218236
6   260266 395398 072075 194194 309309 111111 221225 230230 210210 104104 231231 218230
6   266266 398398 072072 194194 309318 111111 225225 225225 206210 116116 231231 230230
6   260266 398398 072072 194194 309318 111111 221225 225230 210210 104104 231231 230230
6   260266 395398 072072 194195 318318 111111 225225 225230 206210 104104 231231 218230
6   266266 395398 072072 194195 309318 111111 225225 225225 206210 104116 231231 230230
6   260266 395398 072072 194195 309318 111111 225225 225225 210210 104104 231231 230230
